point_id,lon,lat
1,-47.074277,-24.045516
2,2.868954,49.109141
3,120.851955,32.347813
4,0.066752,51.765176
5,-59.402294,-34.849049
6,-0.57814,51.279533
7,-41.997809,-22.725042
8,2.484972,48.737988
9,-0.048419,51.697201
10,31.126866,29.582022
11,37.547538,56.03884
12,-74.861329,40.376343
13,2.14673,49.093122
14,121.043396,30.653778
15,13.641646,52.549564
16,122.476269,31.704375
17,120.914012,31.578022
18,29.371391,41.213749
19,2.566688,48.660153
20,77.153997,29.167333
21,13.383397,52.626286
22,-58.484908,-34.747071
23,119.929442,30.887888
24,-100.034684,19.176594
25,54.867978,25.381774
26,-47.650094,-23.419823
27,-42.220611,-22.498926
28,30.380839,30.051491
29,103.636414,0.975046
30,-0.108872,51.325351
31,73.775161,18.953461
32,-1.177243,51.924271
33,78.052778,28.597949
34,55.25644,25.858771
35,127.341832,37.69153
36,139.504955,35.975522
37,77.948413,27.98268
38,150.796946,-33.914213
39,140.087413,36.117344
40,-57.322997,-34.936951
41,-98.799415,19.624673
42,18.191131,-33.673521
43,139.007626,35.73958
44,-74.044309,40.930099
45,151.171001,-33.949147
46,-46.810441,-23.293164
47,-57.443048,-35.006969
48,-73.825433,40.400109
49,36.849277,55.782498
50,0.026021,51.39175
51,72.00429,19.341655
52,36.996101,56.037723
53,13.579099,53.062803
54,-58.320107,-35.402327
55,55.065706,25.183089
56,121.14632,31.218476
57,-46.542003,-23.616666
58,13.779258,52.024433
59,36.54326,55.991777
60,31.128186,30.612424
61,-43.339554,-23.064658
62,-74.467123,41.095788
63,2.623945,48.560039
64,122.127956,32.137664
65,-58.533536,-34.903802
66,140.029051,36.135178
67,73.330003,18.628387
68,28.900887,41.315723
69,-73.838346,40.039021
70,-73.386806,40.405197
71,151.514659,-33.857837
72,103.552408,2.086582
73,28.604919,41.144324
74,121.461551,31.790611
75,29.131145,40.740484
76,-0.707902,51.478046
77,-47.137979,-23.139665
78,151.152619,-33.733102
79,-73.286613,40.668189
80,-46.68514,-22.921205
81,-46.716005,-23.33264
82,-57.64913,-35.026566
83,103.463291,1.090722
84,31.135219,29.629197
85,72.849179,19.49583
86,140.455373,35.828154
87,-98.833194,20.028785
88,12.715308,52.406451
89,126.755624,37.255198
90,-46.078596,-24.238971
91,2.478374,48.940347
92,37.924069,55.116424
93,2.234041,48.604726
94,-0.525766,51.900894
95,121.597603,30.794207
96,37.353291,56.501101
97,77.74041,28.117402
98,127.736797,37.842406
99,-42.840046,-23.2001
100,122.580244,31.556947
101,2.444563,49.142891
102,-98.669452,19.185058
103,121.24687,30.381419
104,-43.382043,-23.093007
105,151.529637,-33.862898
106,-57.96386,-34.006804
107,-43.15172,-23.081107
108,150.938261,-34.096789
109,72.776963,19.154236
110,13.352944,52.556144
111,121.664862,30.948313
112,28.738321,40.847839
113,31.122579,30.190731
114,139.433433,35.562134
115,55.201093,25.437393
116,-58.753288,-34.806729
117,-46.172111,-23.560424
118,126.816181,37.719949
119,73.322533,18.880141
120,13.369671,52.362522
121,-58.637181,-34.730013
122,139.609274,35.600475
123,-46.652494,-23.055508
124,-73.263994,40.690312
125,29.557279,41.066787
126,76.658532,29.040176
127,-42.72931,-22.404144
128,151.024099,-33.450918
129,28.881688,41.416031
130,2.418553,48.726505
131,31.385376,30.159506
132,-0.035326,51.699938
133,37.287956,55.711094
134,31.208115,30.141638
135,-42.864495,-22.012313
136,122.365305,31.242836
137,127.283541,37.186334
138,2.653189,49.042631
139,-58.070834,-34.41722
140,13.734296,52.502115
141,77.511068,28.791822
142,-74.226747,41.406189
143,121.450713,31.007175
144,-57.442968,-34.377665
145,29.130206,41.257731
146,76.321638,27.898822
147,-0.019091,51.335002
148,140.077147,35.615252
