point_id,lon,lat
1,29.266858,41.047655
2,13.348965,52.070794
3,-46.182705,-23.33245
4,-73.883851,41.175423
5,-73.771125,41.259829
6,18.518537,-33.536676
7,56.023599,25.222172
8,31.115089,30.207109
9,72.765806,19.230999
10,0.192931,51.176033
11,55.237023,24.831117
12,72.422095,19.430405
13,54.714945,24.795561
14,-99.173122,19.31244
15,13.36004,52.638616
16,13.659979,52.663548
17,150.955941,-33.65341
18,13.299954,53.220726
19,28.760312,40.89361
20,-58.127154,-34.265673
21,72.473327,18.686734
22,31.621158,29.626896
23,13.741192,52.572323
24,37.91039,56.678563
25,-46.918519,-23.013643
26,140.166137,35.463267
27,37.633601,56.263412
28,36.699357,55.317009
29,140.021995,37.050727
30,-43.039318,-22.842812
31,-0.613531,51.128296
32,77.752031,28.800524
33,71.5712,18.886299
34,-45.83347,-23.503952
35,30.933316,30.005588
36,29.27655,41.216665
37,78.384372,28.317765
38,37.306308,55.749076
39,127.211346,37.386434
40,28.77154,40.900725
41,-59.221861,-34.770124
42,18.774079,-33.929046
43,-73.073188,40.355957
44,55.251144,25.296944
45,-46.430051,-23.605385
46,-42.403227,-22.625046
47,-57.98712,-34.272007
48,-99.225848,20.238107
49,77.387583,29.214649
50,-58.249426,-34.270416
51,72.564111,18.732732
52,18.626795,-33.782502
53,121.101176,31.039499
54,13.909629,52.702782
55,14.056774,52.187139
56,-0.075213,51.954831
57,14.031162,53.038995
58,-99.993285,19.549769
59,55.36606,25.326085
60,76.613005,28.869109
61,-59.046763,-35.620808
62,-0.418113,51.666884
63,-46.627258,-23.290176
64,76.7824,28.800445
65,38.099355,55.549311
66,-46.783123,-23.590079
67,73.558169,18.175996
68,127.120205,37.422746
69,-43.055682,-22.515468
70,-75.052514,41.510987
71,37.737034,55.319339
72,79.108965,28.175135
73,-99.187183,19.20257
74,122.24422,31.101494
75,18.418254,-34.032926
76,-100.108469,19.415979
77,2.468895,48.820092
78,1.977938,48.597027
79,14.013422,52.951415
80,37.044029,55.438887
81,76.578732,28.304785
82,127.159951,38.026604
83,37.02809,56.113575
84,121.065364,31.993668
85,-1.510002,51.789673
86,73.190175,19.203037
87,38.562018,55.41405
88,-46.829923,-23.378665
89,55.141665,24.804824
90,72.844444,19.038719
91,55.119788,25.621569
92,127.111675,37.681016
93,-0.421295,51.431483
94,151.155453,-34.068251
95,151.169354,-33.523943
96,127.079954,37.46132
97,77.201562,28.651552
98,103.66771,1.172566
99,-58.880632,-34.734824
100,-73.077661,41.08739
101,126.252108,37.409198
102,-98.97402,19.597495
103,122.331632,30.70127
104,-46.35357,-23.712965
105,38.314957,56.169037
106,-47.20916,-23.24095
107,2.892646,48.594155
108,73.264741,18.313484
109,-74.037884,40.351838
110,127.237588,37.002655
111,55.225814,25.724961
112,0.429398,51.083014
113,13.580489,52.215549
114,121.591201,30.885149
115,-73.843992,41.044286
116,-46.234193,-23.616843
117,28.039341,41.508336
118,18.603775,-33.985337
119,73.436035,20.003641
120,38.034794,56.018954
121,-58.645885,-34.097034
122,-43.662244,-22.563681
123,37.61255,55.727502
124,126.360793,37.455564
125,-58.607604,-34.934328
126,-0.303771,51.279472
127,122.022829,30.578994
128,121.246261,31.707172
129,139.616177,35.8902
130,78.049817,28.334759
131,126.726826,37.401503
132,18.74895,-33.929371
133,76.443195,28.258784
134,76.821119,28.733247
135,-42.444845,-23.324944
136,2.661078,49.033432
137,150.833127,-33.393345
138,-58.546311,-34.852419
139,13.696252,52.554369
140,-43.055968,-23.035997
141,139.464572,35.498521
142,30.941018,30.067925
143,29.616567,41.027424
144,-57.967507,-34.338718
145,2.699856,48.75539
146,-73.995108,41.486874
147,77.492703,27.906314
148,71.869584,18.527293
149,-47.235538,-23.964545
150,-42.864525,-23.350785
151,126.961912,37.22987
152,37.632356,56.319876
153,-59.075686,-34.674931
154,37.982521,55.903517
155,37.355666,56.201527
156,2.404228,49.308454
157,31.616439,30.180554
158,18.184942,-33.826894
159,77.866869,28.237181
160,31.663432,29.659659
161,140.155241,35.703795
162,-57.630611,-35.388647
163,77.198228,27.981606
164,151.261821,-33.662445
165,77.744097,28.692081
166,28.751874,41.11192
167,77.792154,29.111419
168,-74.50689,41.028565
169,-74.168505,40.541195
170,77.766791,28.761678
171,13.085676,52.969701
172,139.701924,34.934634
173,37.706114,55.788955
174,18.791256,-33.930161
175,29.063285,40.58262
176,-58.063146,-34.683046
177,-73.850492,40.879915
178,28.691865,40.927705
179,31.265692,29.879198
180,151.207429,-34.017958
181,55.486651,25.168451
182,-74.285429,41.26663
183,72.248987,19.463233
184,-0.324848,51.11754
185,-0.010253,50.931157
186,152.042338,-33.27595
187,103.638043,1.609926
188,139.233493,35.676316
189,-46.526334,-23.719744
190,72.261457,18.514543
191,30.641954,30.25247
192,72.765649,19.801143
193,17.994486,-33.89679
194,-58.49266,-33.823707
195,56.006845,25.521043
196,36.950346,55.870779
197,140.649756,35.829977
198,2.476473,49.371309
199,122.151104,30.699144
200,38.83361,55.812009
201,-0.206587,51.168703
202,-58.64266,-35.136717
203,-43.111108,-23.080397
204,13.277669,52.280445
205,-99.736555,19.512301
206,77.196268,28.162006
207,31.200111,30.286329
208,-0.04875,51.651645
209,18.439585,-34.121414
210,12.760799,52.567753
211,72.47703,19.029694
212,-0.021153,51.712391
213,2.719339,48.88292
214,38.246561,55.668332
215,31.805097,30.490692
216,-42.714749,-23.284789
217,76.853436,28.726633
218,-73.468731,40.545002
219,55.172624,25.268762
220,151.424608,-33.813636
221,-99.66004,20.635395
222,-0.070502,51.102054
223,103.875512,1.710555
224,76.096097,28.959285
225,72.642496,19.603824
226,151.149551,-34.59712
227,13.542533,52.947767
228,2.40459,48.955193
229,-74.638973,40.874305
230,121.579167,32.0081
231,30.655275,30.190308
232,127.111918,37.161603
233,29.334875,40.88221
234,17.895458,-34.454893
235,55.517102,25.278389
236,121.464901,30.58112
237,122.120773,31.767924
238,31.681045,29.935426
239,-43.045218,-22.854759
240,77.010064,28.951067
241,0.618879,51.374788
242,-97.253971,18.950537
243,28.935982,41.095328
244,-59.093562,-34.492965
245,127.201476,37.931742
246,151.03526,-33.863181
247,121.023319,31.874962
248,-46.999697,-23.010444
249,122.505151,30.92062
250,-99.547143,19.527349
251,122.069909,31.135236
252,19.004052,-33.96276
253,18.199532,-33.829738
254,139.718358,35.129911
255,-58.198423,-34.116402
256,126.40702,37.746056
257,0.420296,51.440973
258,37.964391,56.174514
259,-97.8308,20.119381
260,126.785871,37.605974
261,54.664824,25.204863
262,-43.309132,-22.15923
263,72.904926,19.58599
264,140.215367,35.465325
265,-46.365961,-23.792568
266,103.217648,1.706524
267,-42.995133,-23.204644
268,119.577274,30.271095
269,-42.800047,-22.510113
270,120.758296,31.029364
271,77.0409,28.900984
272,30.977433,29.964602
273,104.297217,1.484257
274,31.388702,29.785443
275,29.433699,40.248372
276,-42.595254,-22.801079
277,-98.434473,18.835231
278,76.555794,28.52031
279,-58.995664,-34.287337
280,1.573003,49.000799
281,121.1638,30.552086
282,-46.036188,-24.184022
283,139.366114,36.272022
284,-58.285982,-34.677729
285,-74.765042,40.048648
286,72.869163,18.653338
287,-0.661736,51.056386
288,76.762909,27.59516
289,-73.880878,40.390568
290,140.065458,36.080106
291,-99.049427,19.194492
292,0.262894,51.207409
293,37.857247,55.634231
294,77.198488,28.993814
295,-73.637915,39.89956
296,29.18604,41.281265
297,120.739977,30.856824
298,77.209285,29.575995
299,13.055832,52.748455
300,37.031722,55.521557
301,72.492797,20.140466
302,28.870826,41.393004
303,31.235752,29.964912
304,150.343922,-33.856641
305,121.717831,30.578538
306,120.92376,30.702972
307,28.843391,40.577149
308,54.701089,24.732097
309,28.793923,41.311545
310,-99.154038,19.25721
311,121.464098,30.919275
312,1.574188,48.65388
313,19.064981,-34.222323
314,37.879304,55.3409
315,55.292136,24.927222
316,0.094368,51.471821
317,73.392104,18.585668
318,73.764467,18.932401
319,139.711166,35.625204
320,17.846031,-33.804307
321,28.308838,40.727405
322,127.206865,37.707807
323,-73.520517,40.368532
324,127.005867,37.676669
325,55.585797,25.062811
326,140.461985,36.43441
327,121.198967,31.240474
328,-46.268157,-23.218881
329,28.908361,40.285902
330,77.19312,28.32064
331,140.161059,35.960272
332,139.813027,35.659058
333,138.540616,36.031634
334,-46.012769,-23.194294
335,18.793379,-33.96924
336,139.784244,35.879759
337,-47.337581,-23.384452
338,28.881892,40.974269
339,103.826288,1.505519
340,-98.356741,19.714523
341,13.571446,53.111848
342,122.243631,32.089259
343,-73.823978,40.536268
344,-0.121018,51.695787
345,29.018311,41.018372
346,103.840103,1.614606
347,2.817114,49.009598
348,18.407611,-34.271065
349,103.676329,1.338022
350,-43.029786,-22.950054
351,104.064248,1.07981
352,77.417156,28.570302
353,-43.790291,-22.557114
354,-43.005249,-22.993991
355,-0.234608,51.440426
356,37.197411,55.375749
357,122.207462,31.209248
358,76.993767,28.469451
359,31.589295,29.712421
360,-58.44339,-34.87368
361,77.283543,29.060769
362,76.978292,28.722578
363,76.91457,28.193068
364,2.449002,48.797967
365,55.450213,25.274746
366,-58.138753,-35.072056
367,-99.544121,19.294995
368,-0.478615,51.863122
369,-57.840077,-35.071161
370,72.504136,18.860349
371,-98.960376,19.998988
372,14.000999,52.884471
373,139.741688,35.169014
374,55.910077,24.528134
375,54.866143,24.918271
376,-73.151398,40.385759
377,37.949747,56.314424
378,121.43448,31.276756
379,-47.092728,-23.713854
380,2.29985,48.794416
381,-58.26661,-34.192579
382,120.81294,31.812692
383,103.704814,1.29791
384,-73.618919,41.17354
385,28.86845,41.447578
386,-43.543221,-22.796199
387,-57.979788,-34.321933
388,37.3692,55.333937
389,29.334959,41.094702
390,151.548405,-33.857732
391,13.599952,52.694994
392,122.463605,31.270247
393,2.008498,49.169856
394,-42.717,-23.537506
395,-0.044035,51.442664
396,-73.124321,40.33151
397,-99.834042,19.150116
398,77.302317,28.677972
399,121.733837,30.571979
400,55.450448,25.137755
401,-46.602013,-23.017149
402,18.146562,-33.772501
403,121.288495,31.492989
404,-42.71964,-22.596259
405,126.602988,37.962414
406,55.4167,24.99787
407,2.482533,49.235292
408,-58.554673,-34.80704
409,103.317588,1.36858
410,-59.457555,-34.313335
411,-99.591828,19.00934
412,-46.829428,-23.714051
413,-74.396992,40.830675
414,38.178277,55.914519
415,121.273943,31.280922
416,56.008271,25.47798
417,-47.076085,-23.864655
418,76.208325,28.313523
419,126.287264,37.739774
420,28.752544,41.317032
421,2.479773,48.903156
422,126.629257,37.96537
423,-42.993584,-22.643207
424,76.53244,28.83593
425,2.179354,49.025316
426,139.334228,36.148823
427,103.753374,1.261489
428,-0.262263,51.289124
429,-58.982753,-35.32476
430,-46.960642,-23.09204
431,1.888692,49.486442
432,30.821402,30.31328
433,126.837778,37.841491
434,103.992754,0.937958
435,55.257129,24.744878
436,18.164868,-34.179993
437,139.485111,35.881677
438,13.836937,52.408189
439,13.504059,52.611455
440,-45.939224,-23.142414
441,55.382625,25.144448
442,121.502529,30.966372
443,140.184187,36.332858
444,103.885431,1.181794
445,76.446454,29.009002
446,37.235417,55.86252
447,-58.966356,-34.444084
448,121.713089,30.705143
449,54.645686,25.736996
450,72.484937,19.157601
451,138.407538,35.511207
452,55.369108,25.044672
453,36.976969,55.118703
454,-98.357048,19.894825
455,-46.815441,-22.887541
456,37.853803,55.623412
457,77.611304,28.492945
458,77.128292,28.704233
459,-74.366643,40.706301
460,72.7955,19.147674
461,127.288015,37.201786
462,103.980099,1.537689
463,55.227317,25.045326
464,31.201075,30.06977
465,-0.148255,52.079066
466,-99.217311,18.945011
467,-0.200293,51.756721
468,-74.778258,41.05317
469,78.208927,29.306246
470,-98.531383,19.47963
471,37.948275,56.082388
472,151.234604,-33.559117
473,29.881302,41.426723
474,-74.586984,40.632417
475,72.411007,18.947176
476,76.097934,27.549866
477,38.496784,55.821832
478,121.3797,30.530633
479,103.79493,1.08142
480,-74.878313,40.500999
481,2.411063,48.520254
482,30.74562,29.656423
483,-73.909388,40.273477
484,121.855168,31.320646
485,-73.450143,40.514275
486,72.511712,18.998341
487,-58.210059,-34.249544
488,103.999203,1.148778
489,-0.687048,51.974331
490,-57.990059,-34.843115
491,72.293564,19.091194
492,126.266335,37.504855
493,-57.782679,-34.341476
494,54.962164,25.125567
495,-0.301703,51.292495
496,150.662775,-33.664494
497,122.639422,31.495645
498,121.950695,31.225345
499,73.067006,19.029203
500,150.740349,-33.461813
501,29.162337,40.961324
502,151.23081,-33.948306
503,-73.914885,40.334028
504,139.068354,35.466413
505,29.316068,40.918544
506,-58.928911,-34.820013
507,139.46643,35.445249
508,-0.162275,51.158692
509,139.329326,35.572237
510,36.038702,56.194043
511,122.07364,30.938782
512,0.144151,51.247261
513,126.818622,37.613479
514,31.438255,29.842742
515,122.158434,31.477999
516,-46.160963,-24.057272
517,126.519119,37.164252
518,-42.927811,-22.724909
519,2.367377,48.782974
520,-99.743082,19.959506
521,-99.291927,19.320135
522,122.425839,31.227973
523,18.509468,-34.484556
524,0.444981,51.435716
525,76.97554,28.194049
526,-46.494953,-24.111314
527,2.662242,48.782806
528,127.173611,37.622704
529,2.485291,49.077643
530,30.70019,30.647569
531,-46.414684,-23.800291
532,151.013602,-33.918723
533,120.776559,31.106621
534,2.512065,48.787719
535,28.849952,40.607968
536,-47.490275,-23.840751
537,-73.312883,40.871432
538,-99.626694,18.874841
539,139.312947,35.330047
540,150.962778,-33.141617
541,-42.913966,-23.482446
542,121.659128,31.307792
543,76.806652,28.643369
544,150.966012,-33.428867
545,-57.507435,-35.435458
546,-0.47294,51.789972
547,121.007071,31.312491
548,37.959739,55.939267
549,139.407245,35.489619
550,-46.390665,-23.24955
551,-99.455799,20.056844
552,-43.755139,-22.953433
553,122.900847,31.404872
554,-42.829562,-22.967854
555,122.136188,31.412468
556,-46.949129,-23.921935
557,18.663509,-34.190999
558,-46.749654,-24.222829
559,139.162863,35.994041
560,13.252327,52.481517
561,-43.133392,-23.232707
562,72.773496,18.89775
563,72.180526,19.520261
564,122.403137,30.916163
565,12.929757,52.499763
566,-73.706743,40.983073
567,-43.827888,-22.764198
